article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
beaulieu2007	Beaulieu, D.A.	2007	Flatland: A Romance of Many Dimensions				0
beck1992	Beck, Ulrich	1992	Risk Society: Towards a New Modernity.				0
beck1998	Beck, Debra Baker	1998	The "F" Word: How the Media Frame Feminism.	NWSA Journal			0
beck2000	Beck, Ulrich	2000	The Brave New World of Work.				0
becker1932	Becker, Carl	1932	Everyman His Own Historian	American Historical Review			0
becker1995	Becker, Andrew Sprague	1995	The Shield of Achilles and the Poetics of Ekphrasis				0
becker2006	Becker, S. | Shröder, M. | Barry, W.	2006	Rule-based Prosody Prediction for German Text-to-Speech Synthesis				0
becker2009	Becker, C.	2009	Systematic Planning for Digital Preservation: Evaluating Potential Strategies and Building Preservation Plans.				0
becker2011	Becker, Joe	2011	Unicode 88.				0
beckett1964	Beckett, Samuel	1964	How It Is.				0
beckett1969	Beckett, Samuel	1969	Sans				0
beckett1970	Beckett, Samuel	1970	Lessness				0
beckett1995	Beckett, Samuel | Gontarski, S.E.	1995	The Complete Short Prose, 1929-1989.				0
bederson2001	Bederson, B.B.	2001	PhotoMesa: a Zoomable Image Browser Using Quantum Treemaps and Bubblemaps	Proceedings of the 14th Annual ACM Symposium on User Interface Software Technology			0
bedos-rezak2000	Bedos-Rezak, Brigitte	2000	Medieval Identity: A Sign and a Concept.	American Historical Review			0
belasco2011	Belasco, Susan	2011	Whitman’s Poems in Periodicals: Prospects for Periodicals Scholarship in the Digital Age.	The American Literature Scholar in the Digital Age			0
belgrad1998	Belknap, R.	1998	The Culture of Spontaneity: Improvisation and the Arts in Postwar America.				0
belknap2004	Belknap, R.	2004	The List: The Uses and Pleasures of Cataloging.				0
bell1999	Bell, Julian	1999	What is Painting?				0
bell2002	Bell, Michael	2002	The Metaphysics of Modernism.	The Cambridge Companion to Modernism			0
bell2007a	Bell, David	2007	Cyberculture Theorists: Manuel Castells and Donna Hawaway				0
bell2007b	Bell, Genevieve | Dourish, Paul	2007	Yesterday’s Tomorrows: Notes on Ubiquitous Computing’s Dominant Vision.	Personal and Ubiquitous Computing			0
bell2009	Bell, G. | Hey, T. | Szalay, A.	2009	Beyond the Data Deluge	Science			0
bell2010a	Bell, A. | Ensslin, A. | Ciccoricco, D. | Laccetti, J. | Pressman, J. | Rustad, H.	2010	A [S]creed for Digital Fiction.	Electronic Book Review			0
bell2010b	Bell, Alice	2010	The Possible Worlds of Hypertext Fiction				0
bella2010	Bella, Heather	2010	Good not great?	Amazon.com Customer Reviews of Ur			0
ben2004	Ben-Ghiat, Ruth	2004	Fascist Modernities: Italty 1922-1945				0
bender1986	Bender, Thomas	1986	Wholes and Parts: The Need for Synthesis in American History	Journal of American History			0
bender1994	Bender, Thomas	1994	‘Venturesome and Cautious’: American History in the 1990s	Journal of American History			0
bendis2001	Bendis, Brian Michael | Bagley, Mark	2001	Ultimate Spider-Man #6 (series: Ultimate Spider-Man)				0
beniger1986	Beniger, James R	1986	The Control Revolution: Technological and Economic Origins of the Information Society				0
benjamin1968	Benjamin, Walter | Arendt, Hannah	1968	Illuminations				0
benjamin1969	Benjamin, Walter	1969	The Work of Art in an Age of Mechanical Reproduction.	Illuminations			0
benjamin1978a	Benjamin, Walter | Demetz, Peter	1978	Reflections				0
benjamin1978b	Benjamin, Walter	1978	The Work of Art in the Age of Mechanical Reproduction	Illuminations			0
benjamin1986	Benjamin, Walter	1986	The Work of Art in the Age of Mechanical Reproduction	Illuminations			0
benjamins1999	Benjamins, V.R. | Fensel, D. | Decker, S. | Gómez Pérez, A.	1999	(KA)2: Building Ontologies for the Internet: A Mid-Term Report	International Journal of Human-Computer Studies			0
benjamin2002	Benjamin, Walter	2002	The Storyteller: Observations on Nickolai Leskov.	Selected Writings (Vol. 3)			0
benjamin2004	Benjamin, Walter	2004	The Task of the Translator.	Selected Writings			0
bennahum1998	Bennahum, David S.	1998	Extra Life: The Coming of Age in Cyberspace				0
bennett2001a	Bennett, Keith | Munro, Malcolm | Gold, Nicolas | Layzell, Paul | Budgen, David | Brereton, Pearl	2001	An Architectural Model for Service-Based Software with Ultra Rapid Evoluation	17th IEEE International Conference on Software Maintenance			0
bennett2001b	Bennett, Keith | Budgen, David | Brereton, Pearl	2001	An Architectural Model for Service-Based Flexible Software	Proceedings of the 25th International Computer Software and Applications Conference on Invigorating Software Development			0
bennett2008	Bennett, Sue | Maton, Karl | Kervin, Lisa	2008	The 'Digital Natives' Debate: A Critical Review of the Evidence.	British Journal of Education Technology.			0
bennett2008b	Bennett, Colin John	2008	The Privacy Advocates: Resisting the Spread of Surveillance.				0
bennett2010a	Bennett, T.	2010	The Pursuit of Happiness: Jeremy Bentham, David Cameron and the Principle of Utility	The Behaviour Guru Blog			0
bennett2010b	Bennett, Jane	2010	Vibrant Matter: A Political Ecology of Things				0
benozzo2004	Benozzo, F.	2004	Filologia al bivio: ecdotica celtica e romanza a confronto	Ecdotica,			0
bentkowska2007	Bentkowska-Kafel, Anna	2007	Needs of the 3D Visualisation Community	3DVisA Report			0
benton2000	Benton, Megan L.	2000	Beauty and the Book: Fine Editions and Cultural Distinction in America				0
bentum2009	Bentum, M. van | Hogenaar, A. | Vierkant, D.	2009	Enhanced Scientific Communication by Aggregated Publications Environments (ESCAPE)	EPUB 2009			0
benveniste1971	Benveniste, É	1971	Problems in General Linguistics				0
benzon2010	Benzon, P.	2010	Lost in Transcription: Postwar Typewriting Culture, Andy Warhol's Bad Book, and the Standardization of Error.	PMLA			0
berg2004	Berg, Rune	2004	The Isle of the Cult				0
bergeron2002	Bergeron, Bryan	2002	Forward	Dark Ages II			0
bergmann2011	Bergmann, Jason | Sams, Aaron	2011	Vodcasting and the Flipped Classroom.	Mathematics and Science Teaching Institute			0
bergson1912	Bergson, Henri	1912	Matter and Memory				0
berlind2007	Berlind, David	2007	Web inventor Sir Tim Berners-Lee waxes on 'pixels everywhere.'				0
berman2010	Berman, F.	2010	Sustainable Economies for a Digital Planet: Ensuring Long-Term Access to Digital Information,				0
bernard2002	Bernard, M. | Fernandez, M. | Hull, S.	2002	The Effects of Line Length on Children and Adults' Online Reading Performance	Usability News			0
bernstein1998a	Bernstein, Mark	1998	Patterns of Hypertext	Proceedings of Hypertext '98			0
bernstein1998b	Bernstein, Charles	1998	Close Listening: Poetry and the Performed Word				0
bernstein1998c	Bernstein, Charles	1998	Introduction	Close Listening: Poetry and the Performed Word			0
bernstein2003a	Bernstein, Mark	n.d.	Patterns of Hypertext.				0
bernstein2003b	Bernstein, Charles	2003	PennSound Manifesto				0
bernstein2008	Bernstein, Mark	2008	Interview with Claud Atzenback	SIGWEB Newsletter			0
bernstein2006	Bernstein, Charles	2006	Making Audio Visible: The Lessons of Visual Language for the Textualization of Sound	Text			0
bernstein2009	Bernstein, C.	2009	Making Audio Visible: The Lessons of Visual Language for the Textualization of Sound	Textual Practice			0
berressem2002	Berressem, H.	2002	Data Dance.	Chaos/Control: Complexity			0
berry2011	Berry, David M.	2011	The Computational Turn: Thinking About the Digital Humanities.	Culture Machine			0
berry2012	Berry, David M.	2012	Understanding Digital Humanities				0
bessinger1965	Bessinger, J.B. | Parrish, S.M.	1965	Literary Data Processing Conference Proceedings				0
best-marcus2009	Best, Stephen | Marcus, Sharon	2009	Surface Reading: An Introduction.	Representations			0
bevir2011a	Bevir, Mark	2011	Why Historical Distance Is Not a Problem.	History and Theory			0
bevir2011b	Bevir, Mark	2011	Political Science after Foucault.	History of the Human Sciences			0
bey1991	Bey, Hakin	1991	T.A.Z.: The Temporary Autonomous Zone, Ontological Anarchy, Poetic Terrorism				0
beyer2007	Beyer, C. | Gillmore, G. | Fisher, A.	2007	Inside the Undergraduate Experience: The UW Study of Undergraduate Learning				0
bezos2009	Bezos, Jeff	2009	Announcement: An Apology from Amazon.	Amazon.com Customer Discussions Kindle forum.			0
bhasker2007	Bhasker, Ezekiel S. | Juang, Ray | Majumder, Aditi	2007	Advances Towards Next-Generation Flexible Multi-Projector Display Walls	Proceedings of the 2007 Workshop on Emerging Displays Technologies: Images and Beyond: The Future of Display and Interaction			0
bherer2009	Bherer, Val | Ma, Cindy | Visit, Elise	2009	Isolation U				0
bia2006	Bia, Alejandro | Sanchez-Quero, Manuel | Deau, Regis	2006	A Multilingual Markup Translation Web-Service: An Entry Level Solution to Internationalize XML Markup Vocabularies	Proceedings of the International Conference on Web Information Systems and Technology			0
bianco2012	Bianco, Jamie Skye	2012	This Digital Humanities Which is Not One,	Debates in the Digital Humanities			0
biber1993	Biber, Douglas	1993	Representativeness in Corpus Design	Literary and Linguistic Computing			0
biber1995	Biber, Douglas	1995	Dimensions of Register Variation: A Cross-linguistic Comparison				0
bielstein2006	Bielstein, Susan M.	2006	Permissions, a Survival Guide: Blunt Talk about Art as Intellectual Property				0
bigelow2008	Bigelow, Alan	2008	What They Said (While We Were Sleeping)				0
biggs2007	Biggs, Simon	2007	Multimedia, Multiculturalism, Language and the Avantgarde: Notes and Observations from ePoetry 2007.				0
bigjim1976	Mattell	1976	Big Jim's P.A.C.K	Captain America #193			0
billinghurst2002	Billinghurst, Mark | Hirokazu, Kato	2002	Collaborative Augmented Reality	Communications of the ACM			0
birkerts1994	Birkerts, Sven	1994	The Gutenberg Elegies: The Fate of Reading in an Electronic Age				0
birkerts2006	Birkerts, Sven	2006	The Gutenberg Elegies: The Fate of Reading in an Electronic Age				0
birringer1999	Birringer, J.H.	1999	Contemporary Performance/Technology	Theatre Journal			0
bishop2006	Bishop, Christopher M.	2006	Pattern Recognition and Machine Learning.				0
black2001	Black, Edwin	2001	IBM and the Holocaust : the strategic alliance between Nazi Germany and America's most powerful corporation				0
blackwell2004	Blackwell, Christopher	2004	Opening a Door on Athenian Democracy	The New England Classical Journal			0
blackwell2009b	Blackwell, Christopher | Crane, Gregory	2009	Conclusion: Cyberinfrastructure, the Scaife Digital Library and Classics in a Digital Age	Digital Humanities Quarterly			1
blaikie2005	Blaikie, Andrew | Garrett, Eilidh | Davies, Ros	2005	Migration, Living Strategies and Illegitimate Childbearing; A Comparison of Two Scottish Settings: 1871-1881	Illegitimacy in Britain, 1700-1920			0
blake1988	Blake, William | Erdman, David V.	1988	The Complete Poetry and Prose of William Blake				0
blake1995	Blake, William | Bindman, David	1991	Blake's Illuminated Books, Vols 1-6				0
blanchard2002	Blanchard, Gilles | Olsen, Mark	2002	Le système de renvois dans l'Encyclopédie: une cartographie de la structure des connaissances au XVIIIème siècle	Recherches sur Diderot et sur l'Encyclopédie			0
blanchot1981	Blanchot, Maurice	1981	The Space of Literature				0
blanco1945	Blanco, Andrés Eloy	1945	Saludo a Nicolás Guillén	El Universal			0
blank1980	Blank, Marc | Lebling, Dave | Daniels, Bruce | Anderson, Tim	1980	Zork I: The Great Underground Empire				0
blanke2006	Blanke, Tobias | Dunn, Stuart | Dunning, Alastair	2006	Digital Librairies in the Arts and Humanities: Current Practices and Future Possibilities	Proceedings of the International Conference on Multidisciplinary Information Sciences and Technologies			0
blanke2009	Blanke, T. | Hedges, M. | Dunn, S.	2009	Arts and Humanities e-Science--Current Practices and Future Challenges	Future Generation Computer Systems			0
blanke2009b	Blanke, Tobias | Bodard, Gabriel | Dunn, Stuart | Hedges, Mark | Rajbhandari, Shrija	2009	LaQuAT: Integrating and querying diverse digital resources in classical epigraphy	Proceedings of Computer Applications and Quantitative Methods in Archaeology			0
bleecker1995	Bleecker, J.	1995	Urban Crisis: Past, Present, and Virtual.	Socialist Review			0
blevins2005	Blevins, James P.	2005	Word-Based Declensions in Estonian	Yearbook of Morphology 2005			0
blevins2006	Blevins, James P.	2006	Word-based Morphology	Journal of Linguistics			0
bloch1986	Bloch, Ernst	1986	The Principle of Hope Vol. I.				0
block2001	No name provided	2001	On the Block, $2.4 million for On the Road.	New York Times			0
bnc2001	BNC Consortium, 	2001	The British National Corpus, version 2	BNC World			0
board2005	National Science Board	2005	Long-Lived Data Collections,				0
boast2007	Boast, Robin | Bravo, Michael | Srinivasan, Ramesh	2007	Return to Babel: Emergent Diversity, Digital Resources, and Local Knowledge	The Information Society			0
boblenx2010	BobLenx	2010	Ray Bradbury Doesn’t Like Kindles.	Amazon.com Customer Discussions Kindle forum			0
bodard2009	Bodard, Gabriel	2009	EpiDoc: Epigraphic documents in XML for publication and interchange	Latin on Stone: Epigraphic Research and Electronic Archives			0
bodard2011	Bodard, Gabriel | Mahony, Samuel	2011	Digital Research in the Study of Classical Antiquity				0
bodenhamer2010	Bodenhamer, D. | Corrigan, J. | Harris, T.	2010	The Spatial Humanities: GIS and the Future of Humanities Scholarship				0
bodin1997	Bodin, Magnus	1997	Cent Mille Milliards de Poèmes				0
bogost2006	Bogost, Ian	2006	Unit Operations: An Approach to Videogame Criticism				0
bogost2007	Bogost, Ian	2007	Persuasive Games: The Expressive Power of Videogames				0
bogost2009a	Bogost, Ian	2009	The Proceduralist Style.	Gamasutra			0
bogost2009b	Bogost, Ian | Montfort, N.	2009	Platform Studies: Frequently Questioned Answers.	Digital Arts and Culture, UC Irvine			0
bogost2010	Bogost, Ian	2010	The Turtlenecked Hairshirt: Fetid and Fragrant Futures for the Humanities.				0
bogost2010a	Bogost, Ian	2010	Free Speech is Not a Marketing Plan.	Gamasutra			0
bogost2010b	Bogost, Ian | Ferrari, S. | Schweizer, B.	2010	Newsgames: Journalism at Play				0
bogost2012	Bogost, Ian	2012	Alien Phenomenology				0
bois1996	Bois, Y.A.	1996	Whose formalism?	The Art Bulletin			0
bolin2009	Bolin, Göran | Westlund, Oscar	2009	Mobile Generations: The Role of Mobile Technology in the Shaping of Swedish Media Generations.	International Journal of Communication.			0
bolinger1986	Bolinger, D.	1986	Intonation and Its Parts: Melody in Spoken English				0
bollacker1998	Bollacker, Kurt D. | Lawrence, Steve | Giles, C. Lee	1998	CiteSeer: an Autonomous Web Agent for Automatic Retrieval and Identification of Interesting Publications	Proceedings of the Second International Conference on Autonomous Agents			0
bollen2008	Bollen, J. | Van de Sompel, H.	2008	Usage Impact Factor: The Effects of Sample Characteristics on Usage-Based Impact Metrics	Journal of the American Society for Information Science and Technology			0
bollen2010	Bollen, J. | Kurtz, M.J.	2010	Usage Bibliometrics	Annual Review of Information Science and Technology			0
bollier2011	Bollier, D.	2011	The Promise and Peril of Big Data.				0
bolter1984	Bolter, Jay David	1984	Turing’s Man: Western Culture in the Computer Age				0
bolter1985	Bolter, Jay David	1985	The Idea of Literature in the Electronic Medium.	Topic 39			0
bolter1986	Bolter, Jay David | Joyce, Michael	1986	STORYSPACE: a Tool for Interaction	Report to the Markle Foundation Regarding G85105			0
bolter1987	Bolter, Jay David | Joyce, Michael	1987	Hypertext and Creative Writing	Hypertext '87 Proceedings			0
bolter1991	Bolter, Jay David	1991	Writing Space: The Computer, Hypertext, and the History of Writing				0
bolter1996a	Bolter, Jay David | Grusin, Richard	1996	Remediation	Configurations			0
bolter1996b	Bolter, Jay David	1996	Ekphrasis, Virtual Reality and the Future of Writing	The Future of the Book			0
bolter1999	Bolter, Jay David | Grusin, Richard	1999	Remediation: Understanding New Media				0
